id,conversation_id,customer_message,agent_reply,intent,expected_action,expected_reason
132,384756,"@AmazonHelp This is crazy,now says my package will arrive 12th october,it was put on the carrier last Thursday,how long does it take from n?","@183446 Were you able to reach us using the link ^MC provided? If so, what options or info were we able to provide? ^ML",,,
133,303515,"This is how its done.
thanks @115821 @115850 @AmazonHelp 
appreciate it. 😀 https://t.co/4c9geJd3Gs","@188455 We're glad to know that your issue was resolved. Do keep us posted, in case of any further issues. ^SQ",,,
134,1544597,@AmazonHelp Thank you,@478421 You're most welcome! We got lots more in store for you. #letthebingebegin ^AB,,,
135,1327004,@55507 Yeah... these were not delivered with everything else. @115830 customer services have been useless https://t.co/LO5Wsz9WhE,"@429611 I'm sorry for the poor experience, John! Were you provided with any other insight or options? ^WJ",,,
136,1602194,Amazonかメッセージきて、未納金があり、このままでは法的処理の手続きをさせてもらうので、本日中にTel下さいって書かれてたから、おったまげて電話したら、こちらの手違いでしたで済まされたんだけど、これってなんなの?そもそも私携帯からAmazon登録してない。不正請求でしょこれ。,@491803 Amazonからそのような連絡を行うことはございません。当サイトやその他企業を装い、お客様の情報を不正に取得しようとする悪質な詐欺が発生しています。身に覚えのないメールに連絡や、個人情報の登録等をいただかないようお気を付けください。MH https://t.co/piSyslmBSa,,,
137,584629,@AmazonHelp Screen cap of shipping - I'm not in NY https://t.co/8uH6LEGMZR,"@257959 I'd like for my team to report this to our Transportation Team. Please send us further details, including the order ID, here: https://t.co/rAT0IAgYhz ^AB",,,
138,387154,@AmazonHelp Nö :-) Mein Kindle Account läuft auf .com,@207643 Bitte melde dies dem Kundenservice bei https://t.co/nUUp5MLhYl: https://t.co/zuibKcg15S  ^RS,,,
139,2545411,@115850 Booked honour 6x on dated 6Nov but till today 16 Nov Amazon  didn't deliver order   to me  what a joke,"@727539 I'm sorry to here that, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^BA",,,
140,2669638,@AmazonHelp BRO order something of amazon for next day delivery and now am getting told it could take up tp the 21st of this month WTF,@751872 I apologize for any delivery trouble! We aim to meet the delivery date provided at checkout and in order confirmation e-mail. Have we missed that date or has that date changed since the order was placed? ^CS,,,
141,250019,hi @115850 payment issues..reg no is __email__..plz do reach me latest by tomrw https://t.co/CITv9pzCzt,@175405 Please don't provide your contact details as it is personal information. Our page is visible to the public.2/2^HN,,,
142,1379480,"@AmazonHelp Hi, well two weeks later things are going pear-shaped again :-S Deliveries are systematically late > E.g. #204-4840938-0545137",@441143 Can you please reply to the email you received after you filled in the form so we can look into this again. ^KM,,,
143,1042263,@AmazonHelp So please issue the refund of price difference,"@297523 I do understand your concern. However, I'm sorry we do not offer a price match. Appreciate your understanding. ^EM",,,
144,980035,@AmazonHelp Nothing received as of now,@146158 Sorry for the delay. You'll receive an update here: https://t.co/4bUH0gbpQj Kindly check. ^NS,,,
145,2483731,@AmazonHelp https://t.co/IMAm8jHQkY,"@648648 I searched several Amazon sites and didn't locate ""No. 8 Re-charged"". Please check back, we're always adding books! ^SE",,,
146,332379,"@AmazonHelp Hi MB, still no sign here. Order # 204-0202259-5682746. Thanks.",@156270 Thanks for the update. Please contact us here so we can look into this and explore your options: https://t.co/qy3J24VGxb ^GG,,,
147,1340725,@AmazonHelp hi guys.. just want to know if turning off auto renewal means canceling the subscription? Or not ?,@405954 If you turn off auto renewal you aren't canceling Prime. It will end when the membership or trial ends. ^AF,,,
148,1566763,@AmazonHelp Hi guys...still awaiting solution to my kindle issue,@483576 Could you please confirm if you've received any mail from our Kindle team? ^AU,,,
149,536530,"@AmazonHelp I thought as much. 
I tip my hat 🎩 to you good lady's and sirs","@244318 Aww aren't you sweet!❤️ Please fill in the form via the following link, we'd love to do something for you: https://t.co/tkLCr7DNil ^KI",,,
150,2663713,@AmazonHelp Today 31 October Where The Winner List For #MaggiNutriQuiz And Other Contest,"@750619 You can find it here: https://t.co/HT3nO9sqU2
and please let us know the other contest name to help you with. ^RW",,,
151,1560835,@117634 All new app is not working for me https://t.co/ohtvz3yxrV,"@482224 Oh, sorry to see that! Have you tried force stopping it and restart? ^AT",,,
152,2949516,"#WednesdayWisdom Amazon employees are the ones stealing packages, I believe, from what I have witnessed. How else would they know what house to steal from? https://t.co/EzyJG2hGGb","@814553 We certainly don't want you to be out of any packages you've ordered, Greggor. Are you having trouble receiving your deliveries? Please let us know. ^FD",,,
153,270277,"11) Also,@115821, you deliver things here all the time and they arrive, for me and my neighbors. So the delivery person was just incompetent","@180438 I'm sorry the poor experience. To better assist, can you confirm the carrier set to deliver it: https://t.co/q4LAMZ3tbE? ^GG",,,
154,1149674,@AmazonHelp Que pasa con mi paquete que me da una fecha luego otra de llegada?,"@390541 Lamento lo sucedido Carlos, ¿recibiste un correo de confirmación al finalizar tu pedido? ^AZ",,,
155,385940,Hi @115850 u guys reverted back the Blackberry Keyone price to its original price. When can we expect the discount again.,"@207369 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^JS",,,
156,1033193,@AmazonHelp The cancellation has not been updated yet . I received a mail on the same,@364445 We'd like to take a closer look. Please connect with us here: https://t.co/vlvfJr4nN9. ^HK,,,
157,2935878,@AmazonHelp Yes I do have prime account already neither I renewed it nor added any new services to this. Despite of that my card was charged without my consent,"@811664 Please reach out to us here: https://t.co/JzP7hlA23B via phone or chat so we can look into this with you. We don't have access to accounts here, but would like to help! ^MT",,,
158,1150911,@115850 got the items delivered. Arrived a week before ETA. nyc service. items are well packed. Didn't checked it yet. but hope it's fine,@390832 I'm positive that you'll not have any issues with the order received. Thank you for the feedback.  ^SU,,,
159,508213,"@115830 not happy with one of your couriers, left a parcel on my doorstep where anyone could have picked it up. To top it off left a note saying they'd left it with a neighbour.",@236687 Oh no! Let's talk about this in real time! Please call or chat with us here: https://t.co/5zGJTyV7jd ^BA,,,
160,726159,"【架空請求詐欺カモ🦆】

Amazonを使用した記憶が無いのに変なメッセージが届いたぞーさん🐘「めっ💢」って怒っちゃうカモ🦆でもタイにいて国際通話料かかるの嫌だから諦めよっと⛵️ https://t.co/Mv9wrR7oZg","@293945 (*´-`).。oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。)
また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY",,,
161,222937,"アマゾンから発送通知あったのにCD届かないです。
作業用bgmの枯渇…早く来て…",@169241 |ω・).。oO( ご利用ありがとうございます。到着まで何卒・・・何卒お待ちくださいませ・・・!) SK,,,
162,392641,@AmazonHelp It hasn't! It's just saying dispatching soon which no actual date apart from the 8th on it,"@208984 Oh no! In this case we'll need you to contact us directly, Kelly. You can ring or chat us here:  https://t.co/JzP7hlA23B ^JD",,,
163,425723,@AmazonHelp Thank you for your response.  My pkg finally arrived!  This isn't the 1st problem I've had with Lasership.  Consider ship options for Prime.,@216253 Thanks for keeping us updated! You can also give carrier feedback through the last link we provided. It helps us get better! ^SG,,,
164,1310960,I got my @115821 credit card in the mail today! My journey to being in debt in a few years continues! 😂💳💸,@426339 😎 Well I think its time to start the shopping. 👗 👙👠 👡 👢 👛 👜 I will take all those please.😊 Have a great weekend ^CR,,,
165,1972840,@AmazonHelp Amazon UK ordered in the Black Friday sale,"@584320 Hey Hasan. We would not be able to honour the price that was displayed during a promotion, if the promotion has since passed. You can check out return options here - http:https://t.co/5RcjVPJgUP Apologies for the inconvenience. ^TP",,,
166,888391,@115830 how do I return faulty goods? Bought a pair of #rocketdog boots in September and the buckle is already broken #nothappy,@330931 Thanks for reaching out to us! I'm sorry to hear about your boots. You can view available return options here: https://t.co/L3KlX17INd Let us know if you have any further questions! ^SW,,,
167,1327755,Nervioso porque el #MarioOdissey que pedí a @116928 no me está llegando a la oficina y me voy a quedar sin plan todo el finde :(,"@429781 Hola Ivang, ¿que fecha estimada de entrega tiene tu pedido? ^MB",,,
168,1338759,"@115830 I ordered one latest Nintendo Mario on 18OCT. You delivered two today, charged for both. Returned one. Auto-email says no refund.","@432263 I am so sorry for the troubles with this order, Tony! If you could, reach us by Phone/Chat: https://t.co/JzP7hlA23B ^FR",,,
169,2615181,"Nice one @115830 parcel left on show outside my house, and the items inside are damaged! Useless... https://t.co/zWk0P0nzSh","@739230 I'm truly sorry for the trouble, Stephen! We'd like to get your carrier feedback and look into all refund/replacement options with you via phone/chat! Please reach us directly here: https://t.co/JzP7hlA23B ^CS",,,
170,2876333,"@115850 Is this how you guys deliver stuffs, with security tags attached, and this is Prime+Amazon Delivery service!! https://t.co/4yVAnnk83e",@798481 I'm sorry for the error. Certainly this is not intended. Please connect with our support team here: https://t.co/2t6DQoUmNZ for assistance on it. ^RW,,,
171,2497105,@205553 @363097 Thanks again for a terrible stream of this game.  Your @116439 app is terrible.,@712602 Oh no! Have you tried restarting the Fire TV? Also deleting and redownloading the app usually helps. ^LH,,,
172,1118007,@115821 https://t.co/zDKfpeG2Qa,@383796 I'm sorry for the trouble. Have you reported this to our support team here: https://t.co/2t6DQoUmNZ? ^RW,,,
173,2905163,Companies like @115830 should be ashamed of their packaging. In a time where recycling is a massive problem I receive this for a packet of batteries 😤🤔 #Recycle #TooMuchPackaging https://t.co/btgR5lGyEh,@804513 Thank you for bringing this to our attention! We'd love to get your feedback on this here: https://t.co/lSVN3kb44b ^MH,,,
174,2417867,"はい先生!
KindleはWi-Fiがないとダウンロード出来ませんか?",@694793 容量の大きなKindleコンテンツは、Wi-Fiに接続しなければダウンロードできない場合があります。何卒ご了承ください。 EK,,,
175,2613231,"@AmazonHelp At this point, I've requested a refund only to get a message asking me to return an item I've never received. 😡.","@738779 Hi, I'm sorry to hear this. What options did you choose when arranging the return on your account? ^KK",,,
176,1820557,@AmazonHelp Not able to retrieve the password. Would be kind of u to respond in medsage box,@364132 help you with the issue. 2/2 ^SH,,,
177,495922,Will today be the day the Amazon delivery driver figures out which house is ours on the street... not like we have a visible # or anything 🙄,"@233287 If you don't receive your order, please let us know so we can lend you a hand. ^WM",,,
178,2128964,@AmazonHelp on your site and it was on https://t.co/bhIFIxGsE4,"@626717 Got it! When you have the time, could you provide us with a link to the page you saw this so we could get it escalated? ^TK",,,
179,2981582,"Preordered a book for my stepson on @115821 and forgot to change the address when I moved. So of course it got delivered to my old house. 

They just shipped me a replacement product (my fault) for free. How awesome is Amazon's Customer Service?",@822350 I'm glad everything worked out! Please be sure to leave feedback by visiting the email you received after contacting us. ^LA,,,
180,5228,@115850 what about the illusion of quality?,@385266 I wasn't able to comprehend your concern. I would like you to elaborate so that we can help you accordingly. ^MK,,,
181,425155,@119356 #PRIME delivery cancelled at the last moment. #Pathetic #Amazon @115821,"@216155 We're sorry for the experience you've had, Kishor. Kindly report this to our support team here: https://t.co/rS49hgaADF, and we'll have this checked. ^SM",,,
182,2538875,@AmazonHelp Yes i get this laptop in https://t.co/RB2P37N08Z I didn't get it so I cancelled cuz I need to get one. The answer is: you're getting your money in your account back in 7 days even if it is our mistake,@422019 What were you advised by the agent when you asked him what happened to your order? ^SA,,,
183,550561,"@AmazonHelp Gotcha. And if it arrives past the guaranteed delivery date, is there some kind of recourse? e.g. if it's 1 or 2 days past, not ideal, but fine. But if it's a week later?","@144608 Is that the case with one of your orders now? If an order goes that far past the guaranteed delivery date, we recommend getting in contact with us so we may investigate the issue further for you. ^TH",,,
184,234109,@115850 what if I tell a bug in your system :),@171744 Please let us know what went wrong? ^BS,,,
185,2968314,"@AmazonHelp you are the worst. After having me fill out info about my 3rd time in a row issue, you told me someone would be with me shortly-6 hours ago and now I saw you read my complaint about no help yet and said...nothing",@266953 I'm sorry about the delay! I see there was an e-mail sent to you from our team earlier today. Have you checked your junk/spam folders? ^TR,,,
186,665650,@AmazonHelp @118342 @115851 @173705 these guys kept me on hold 4 more than 1 hr n then disconnected. Shameless people. Pls ban @115850,"@278569 details, our team will get back to you with an update. Request you to kindly await further response. 2/2 ^RS",,,
187,114455,THIS IS NOT TRACKING.  THIS IS ASSUMPTION. @115830 https://t.co/myufaDXL1j,@141445 If your order wasn't delivered did you get a chance to contact the Seller? They can take up to 48 hours to respond back.  ^AF,,,
188,75859,@AmazonHelp No mail in junk and spam https://t.co/WFEvqr5kXu,@132984 We understand your account has been on hold and you've not yet received an email from our account specialist teams. Once an account is on hold our teams usually take 1-2 weeks for them to review your account and get in touch with you. ^VM,,,
189,1178067,Is this the kind of new trick to scam people? Tnks for wonderful experience #AmazonGreatIndianFestival  #amazonprime #AmazonIndia #amazoncs https://t.co/QvFxRLTyUW,"@397060 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",,,
190,1429497,Anyone else charged for @115830 PRIME even after cancelling subscription & @115821 can't just cancel it?,"@452018 Hello, I am sorry to hear about this. You can cancel and manage your subscription here:http:https://t.co/a4Yc9lKczA ^CR",,,
191,2184677,S/o to @AmazonHelp! Top notch customer service!,@268604 Thank you for letting us know! Glad we could help. 😁 ^AX,,,
192,1706529,@AmazonHelp hello is this a scam because i haven't ordered this and it's not showing on my amazing account? https://t.co/pyZuWYZ87t,@517184 Oh no! Please contact us here: https://t.co/JzP7hlA23B so we can look into this with you in real-time! ^AD,,,
193,2282996,"Comprei 9 livros na @117086 e, se eu não controlar essa ansiedade, termino tudo esse final de semana. #SeControlaGiovane","@144097 Olá! Não dá para se resistir, não é? Livros são só amor! Me diga, quando você receberá seu pedido? 🤔 ^CR",,,
194,1399874,"@AmazonHelp Had rewards points applied to order, then had to update shipping address & when I edited it could no longer apply points. Why?!",@445500 I'm sorry for this issue. We can't view account info via Twitter. Let us look into this here: https://t.co/hApLpMlfHN ^DO,,,
195,206011,"@AmazonHelp Hey, why is money being deducted from my bank towards Amazon yet you closed my amazon account? Thought you said you're secure",@164791 Hi Dikki- Which site was your account with? https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA? When was the account closed? ^NV,,,
196,2964075,"@AmazonHelp Just a couple of things in a row that shipped much later than expected. One because it it just flat didn't ship, and another because it said it was in stock, but then wasn't.","@757360 Thank you for letting us know. I'm so sorry for your recent late packages. Did you reach out to us for these orders? If so, what resolution was provided? ^EB",,,
197,1121317,@AmazonHelp can you please answer my question instead of throwing support links at me,@384515 we can't see the order from here so we can't give you specific info on your order. Sorry about that. ^AS,,,
198,2086381,@115850 just tested echo device...But no option to connect with fire TV through Alexa apps for India...??? Tks,"@616912 Fire TV cannot be connected to Alexa for now. But, I shall forward your feedback to the concerned team for sure. ^HR",,,
199,295867,@AmazonHelp Nope,"@186459 Did you check your spam/junk folder? Also, has there been any update in tracking today?: https://t.co/aaDyEz1VgE ^PK",,,
200,2843815,@AmazonHelp apparemment vous êtes très actif sur Twitter j'aimerais voir ça 🤔 https://t.co/zLLSX8l5ws,"@791131 Devinez quoi ? Vous avez raison 😎!!!
^SA",,,
